sale_id,sale_date,customer_id,product_id,quantity,monthly_price,revenue
84,30/03/2023,1581,1,3,80,240
85,06/07/2023,954,3,2,120,240
86,12/05/2023,849,5,3,500,1500
87,26/09/2024,897,1,3,80,240
88,13/07/2024,32,5,3,500,1500
89,11/01/2024,1928,4,3,300,900
90,21/11/2024,118,3,2,120,240
91,22/11/2024,1832,1,3,80,240
92,09/04/2023,1208,3,1,120,120
93,03/02/2023,191,3,3,120,360
94,04/08/2024,1771,1,1,80,80
95,20/06/2023,1774,3,3,120,360
96,01/01/2024,1752,3,3,120,360
97,28/02/2023,74,2,2,200,400
98,30/06/2023,623,2,3,200,600
99,19/01/2023,1127,1,3,80,240
100,14/08/2023,871,1,2,80,160
101,17/04/2024,586,3,2,120,240
102,05/04/2023,420,5,1,500,500
103,24/10/2023,473,1,2,80,160
104,15/08/2024,1788,3,1,120,120
105,24/06/2023,114,5,3,500,1500
106,10/08/2023,1403,2,1,200,200
107,06/09/2024,1337,1,2,80,160
108,23/02/2023,330,3,3,120,360
109,25/11/2024,339,2,1,200,200
110,07/02/2024,238,4,1,300,300
111,14/11/2023,1197,2,1,200,200
112,15/12/2023,79,3,3,120,360
113,18/03/2024,464,5,1,500,500
114,02/08/2024,1922,4,1,300,300
115,23/06/2024,605,4,2,300,600
116,09/10/2023,1988,4,1,300,300
117,26/12/2023,1525,1,3,80,240
118,22/09/2024,562,3,2,120,240
119,07/10/2024,285,4,3,300,900
120,02/10/2024,223,2,2,200,400
121,08/01/2023,593,5,2,500,1000
122,16/07/2024,1290,3,1,120,120
123,05/05/2024,1691,2,3,200,600
124,07/12/2023,373,1,1,80,80
125,16/04/2024,1257,4,2,300,600
126,17/11/2024,911,2,1,200,200
127,25/11/2024,828,3,2,120,240
128,04/12/2024,236,2,2,200,400
129,06/09/2023,671,1,3,80,240
130,23/08/2023,1941,5,3,500,1500
131,24/03/2023,828,4,3,300,900
132,03/04/2023,763,3,3,120,360
133,29/01/2024,1338,4,1,300,300
134,25/09/2023,1961,4,3,300,900
135,21/02/2024,1966,4,3,300,900
136,23/09/2024,1837,2,3,200,600
137,05/08/2024,380,2,2,200,400
138,12/06/2024,794,5,2,500,1000
139,10/09/2023,614,1,3,80,240
140,02/05/2023,563,3,2,120,240
141,10/01/2023,420,2,2,200,400
142,12/11/2023,52,4,1,300,300
143,30/09/2023,1745,1,2,80,160
144,02/11/2023,819,3,1,120,120
145,29/07/2023,1667,3,2,120,240
146,30/12/2024,1533,3,3,120,360
147,08/04/2024,1806,3,2,120,240
148,12/12/2024,1969,5,2,500,1000
149,28/12/2024,205,3,1,120,120
150,17/12/2024,1001,1,3,80,240
151,20/02/2024,731,2,1,200,200
152,04/08/2023,257,1,3,80,240
153,21/03/2023,185,4,3,300,900
154,24/04/2024,145,5,1,500,500
155,30/06/2024,1714,5,2,500,1000
156,18/01/2023,1038,4,3,300,900
157,14/06/2023,246,1,2,80,160
158,08/06/2024,187,1,1,80,80
159,21/07/2023,1361,4,1,300,300
160,12/12/2023,1283,3,1,120,120
161,01/01/2024,866,3,1,120,120
162,23/03/2024,40,2,3,200,600
163,27/05/2024,601,1,1,80,80
164,15/11/2023,1661,1,2,80,160
165,05/08/2023,962,4,2,300,600
166,03/02/2023,1442,4,3,300,900
167,23/09/2023,986,3,1,120,120
168,01/10/2024,1375,1,3,80,240
169,24/12/2024,9,1,3,80,240
170,21/03/2023,350,5,3,500,1500
171,07/11/2024,84,2,1,200,200
172,17/02/2024,533,2,2,200,400
173,09/09/2023,989,3,2,120,240
174,12/01/2023,1817,1,3,80,240
175,05/02/2024,358,5,3,500,1500
176,24/12/2024,378,1,2,80,160
177,09/10/2023,172,4,2,300,600
178,22/04/2023,1049,3,1,120,120
179,23/12/2024,393,2,3,200,600
180,13/01/2024,1127,1,1,80,80
181,25/09/2023,702,3,2,120,240
182,25/10/2023,1260,2,2,200,400
183,13/11/2023,1434,1,2,80,160
184,23/07/2024,1849,5,2,500,1000
185,23/05/2024,549,3,1,120,120
186,29/06/2024,784,1,2,80,160
187,31/12/2023,1829,2,3,200,600
188,30/06/2024,332,2,2,200,400
189,28/09/2023,1688,5,3,500,1500
190,18/04/2024,794,3,2,120,240
191,20/06/2024,1556,3,1,120,120
192,22/08/2023,649,1,3,80,240
193,28/02/2023,983,2,1,200,200
194,08/09/2023,1895,2,2,200,400
195,27/03/2023,1053,5,1,500,500
196,25/01/2024,543,5,2,500,1000
197,29/06/2023,1043,3,1,120,120
198,19/12/2024,1172,2,1,200,200
199,29/05/2023,1495,1,3,80,240
200,05/08/2024,491,4,2,300,600
201,01/05/2023,283,1,1,80,80
202,27/08/2024,862,5,2,500,1000
203,13/09/2023,1877,1,3,80,240
204,05/11/2023,1836,2,1,200,200
205,28/02/2023,1699,3,2,120,240
206,10/03/2023,113,4,1,300,300
207,21/03/2024,1479,3,1,120,120
208,23/01/2024,1686,4,1,300,300
209,27/03/2023,1354,4,1,300,300
210,15/08/2023,1279,2,3,200,600
211,15/08/2024,1623,2,3,200,600
212,17/09/2024,1423,5,2,500,1000
213,03/07/2023,862,5,2,500,1000
214,18/11/2023,610,4,1,300,300
215,14/11/2023,1933,5,1,500,500
216,19/07/2024,508,2,1,200,200
217,03/02/2024,1668,5,3,500,1500
218,09/12/2024,466,4,1,300,300
219,20/10/2023,824,3,2,120,240
220,20/10/2023,1431,1,1,80,80
221,29/04/2024,609,5,3,500,1500
222,22/03/2024,1122,2,1,200,200
223,22/11/2024,290,3,3,120,360
224,16/02/2024,868,2,3,200,600
225,22/05/2024,1763,5,3,500,1500
226,01/09/2023,1681,4,3,300,900
227,24/02/2024,1180,1,2,80,160
228,03/06/2023,782,1,3,80,240
229,28/02/2024,162,3,2,120,240
230,30/09/2023,624,1,2,80,160
231,08/10/2024,1867,4,1,300,300
232,03/06/2024,1721,2,1,200,200
233,08/05/2023,717,4,3,300,900
234,08/01/2024,1121,3,1,120,120
235,21/07/2024,1401,3,3,120,360
236,29/09/2024,567,1,1,80,80
237,08/06/2023,1474,4,3,300,900
238,24/07/2024,994,2,1,200,200
239,23/07/2024,1141,4,1,300,300
240,13/10/2024,1629,2,2,200,400
241,25/06/2023,1829,2,1,200,200
242,11/09/2024,1988,4,1,300,300
243,30/07/2023,1740,5,3,500,1500
244,22/03/2024,1818,4,2,300,600
245,08/08/2024,1530,2,3,200,600
246,16/06/2023,1213,3,1,120,120
247,04/04/2024,1500,3,3,120,360
248,23/12/2023,1347,1,2,80,160
249,31/10/2023,596,3,3,120,360
250,21/08/2023,1994,5,1,500,500
251,23/11/2023,1204,2,3,200,600
252,01/07/2023,1810,4,1,300,300
253,25/09/2024,1205,4,2,300,600
254,30/11/2023,959,5,2,500,1000
255,15/12/2024,1717,3,3,120,360
256,29/01/2023,1013,2,2,200,400
257,14/12/2024,1819,3,3,120,360
258,03/04/2023,1311,1,1,80,80
259,18/11/2024,475,3,3,120,360
260,26/11/2023,618,1,1,80,80
261,23/12/2024,641,4,2,300,600
262,03/07/2023,262,2,1,200,200
263,05/04/2023,1547,1,1,80,80
264,10/10/2024,162,3,1,120,120
265,19/12/2023,1511,3,1,120,120
266,22/09/2023,1983,4,1,300,300
267,08/10/2024,181,5,3,500,1500
268,17/10/2024,725,5,1,500,500
269,19/01/2023,469,3,1,120,120
270,07/10/2024,1810,5,1,500,500
271,17/09/2024,21,2,1,200,200
272,13/05/2024,1299,5,1,500,500
273,19/05/2023,260,2,1,200,200
274,28/09/2024,1357,3,2,120,240
275,16/12/2024,466,3,3,120,360
276,26/07/2024,1140,3,1,120,120
277,08/06/2024,1437,4,3,300,900
278,12/09/2023,537,5,2,500,1000
279,26/03/2023,952,1,2,80,160
280,02/04/2024,1869,1,1,80,80
281,15/06/2024,766,3,3,120,360
282,15/07/2024,959,5,1,500,500
283,06/11/2024,1947,2,2,200,400
284,02/04/2023,1980,1,2,80,160
285,22/08/2024,1747,3,3,120,360
286,10/03/2023,1841,1,1,80,80
287,06/02/2023,1857,1,3,80,240
288,20/05/2023,934,1,3,80,240
289,10/11/2024,851,3,2,120,240
290,19/07/2024,1972,3,3,120,360
291,27/06/2023,1281,4,2,300,600
292,09/09/2024,1192,4,1,300,300
293,17/05/2023,1873,4,3,300,900
294,09/07/2023,533,1,3,80,240
295,01/10/2024,1622,5,1,500,500
296,08/12/2023,15,3,3,120,360
297,12/07/2024,50,4,1,300,300
298,05/01/2023,999,5,2,500,1000
299,14/09/2023,304,4,2,300,600
300,23/10/2024,1511,4,3,300,900
301,31/08/2023,416,5,2,500,1000
302,20/12/2024,305,4,2,300,600
303,19/02/2024,196,1,1,80,80
304,18/09/2024,1900,1,2,80,160
305,07/12/2024,813,1,2,80,160
306,09/12/2023,800,2,2,200,400
307,12/11/2024,388,4,1,300,300
308,14/01/2024,757,2,3,200,600
309,16/08/2024,1985,3,1,120,120
310,27/10/2024,1889,5,3,500,1500
311,14/10/2024,455,3,3,120,360
312,26/05/2023,713,2,2,200,400
313,19/11/2023,705,1,2,80,160
314,02/05/2023,848,4,1,300,300
315,09/09/2023,1682,4,1,300,300
316,07/11/2023,1334,1,1,80,80
317,23/08/2024,1151,4,2,300,600
318,19/04/2024,175,5,3,500,1500
319,23/07/2024,1158,5,1,500,500
320,06/05/2024,1090,5,3,500,1500
321,28/07/2024,1417,3,2,120,240
322,13/12/2023,1988,1,2,80,160
323,01/05/2024,1389,5,2,500,1000
324,17/04/2024,279,2,2,200,400
325,17/01/2024,758,5,3,500,1500
326,07/10/2023,363,3,3,120,360
327,13/03/2023,1773,2,1,200,200
328,04/06/2024,171,1,3,80,240
329,01/01/2024,1075,1,3,80,240
330,04/04/2023,1352,5,3,500,1500
331,08/01/2024,1895,2,1,200,200
332,05/12/2023,665,2,3,200,600
333,12/03/2024,592,5,3,500,1500
334,02/12/2023,931,5,3,500,1500
335,25/10/2024,1169,4,2,300,600
336,06/05/2024,274,4,3,300,900
337,09/02/2023,1179,5,1,500,500
338,25/12/2023,1935,3,1,120,120
339,27/07/2024,508,4,1,300,300
340,11/09/2023,1873,5,1,500,500
341,03/08/2024,363,2,2,200,400
342,02/02/2024,1349,4,1,300,300
343,19/06/2023,848,3,2,120,240
344,20/11/2024,655,1,2,80,160
345,01/12/2024,298,2,2,200,400
346,25/05/2024,494,3,1,120,120
347,17/09/2023,546,3,1,120,120
348,06/08/2024,304,3,2,120,240
349,03/04/2024,1491,2,2,200,400
350,12/06/2024,904,3,1,120,120
351,07/12/2023,239,1,3,80,240
352,26/02/2023,650,4,3,300,900
353,06/08/2023,1790,2,3,200,600
354,10/09/2024,1541,3,1,120,120
355,15/11/2024,884,5,1,500,500
356,31/12/2024,1200,4,2,300,600
357,08/04/2024,1909,2,1,200,200
358,04/09/2023,410,5,1,500,500
359,30/12/2024,726,5,1,500,500
360,08/01/2024,1388,3,2,120,240
361,21/02/2024,1047,2,2,200,400
362,31/01/2023,318,3,3,120,360
363,03/01/2024,525,1,3,80,240
364,12/07/2024,905,5,1,500,500
365,07/10/2024,1777,1,1,80,80
366,18/04/2023,1300,3,2,120,240
367,06/08/2024,1024,4,3,300,900
368,22/02/2024,1628,5,3,500,1500
369,11/09/2024,620,4,3,300,900
370,02/02/2024,953,2,1,200,200
371,29/09/2023,1253,5,1,500,500
372,13/11/2024,1688,1,1,80,80
373,26/04/2023,1132,4,2,300,600
374,08/08/2024,801,2,3,200,600
375,13/09/2023,916,5,2,500,1000
376,22/03/2023,1980,2,3,200,600
377,08/05/2023,1200,1,1,80,80
378,23/08/2023,320,5,2,500,1000
379,06/07/2024,1310,2,2,200,400
380,30/06/2023,876,3,1,120,120
381,06/06/2023,329,5,3,500,1500
382,29/03/2024,1901,5,3,500,1500
383,24/07/2024,753,5,3,500,1500
384,04/12/2024,657,5,3,500,1500
385,24/01/2023,1380,3,1,120,120
386,17/04/2024,1038,1,1,80,80
387,04/02/2024,1299,3,1,120,120
388,14/08/2024,71,3,1,120,120
389,14/05/2023,827,2,2,200,400
390,25/02/2024,1219,4,2,300,600
391,01/08/2023,865,4,2,300,600
392,26/04/2024,1836,2,1,200,200
393,14/12/2023,928,3,3,120,360
394,15/06/2023,1903,2,2,200,400
395,14/12/2023,1547,5,2,500,1000
396,02/02/2024,106,2,1,200,200
397,05/08/2024,770,2,3,200,600
398,26/12/2024,893,5,3,500,1500
399,10/03/2024,196,4,3,300,900
400,30/07/2024,145,5,1,500,500
401,09/08/2023,1756,1,3,80,240
402,04/11/2023,1374,2,2,200,400
403,27/11/2024,1448,2,2,200,400
404,19/12/2024,471,4,2,300,600
405,10/04/2024,1710,3,1,120,120
406,09/04/2023,216,5,3,500,1500
407,30/08/2023,1117,3,1,120,120
408,07/06/2023,260,1,3,80,240
409,01/09/2024,934,5,1,500,500
410,07/07/2024,575,1,2,80,160
411,12/10/2024,1565,1,1,80,80
412,15/08/2023,1811,1,1,80,80
413,27/02/2024,1883,5,1,500,500
414,13/03/2023,285,5,2,500,1000
415,31/08/2023,484,4,1,300,300
416,13/06/2024,1955,2,1,200,200
417,11/08/2024,372,3,2,120,240
418,14/02/2023,70,3,3,120,360
419,16/04/2024,379,1,1,80,80
420,06/01/2024,1303,5,2,500,1000
421,13/10/2024,1767,5,1,500,500
422,19/11/2024,302,1,2,80,160
423,02/04/2023,255,2,3,200,600
424,22/01/2023,1708,3,3,120,360
425,21/06/2023,944,4,1,300,300
426,26/08/2024,692,2,2,200,400
427,11/07/2023,1288,5,3,500,1500
428,18/03/2023,1719,1,3,80,240
429,08/10/2023,834,3,2,120,240
430,30/12/2023,717,1,1,80,80
431,28/06/2023,424,5,3,500,1500
432,26/08/2023,1785,1,3,80,240
433,15/05/2023,213,3,3,120,360
434,07/10/2023,1695,1,1,80,80
435,19/01/2023,1968,3,3,120,360
436,17/08/2024,100,1,2,80,160
437,06/01/2024,1853,1,1,80,80
438,22/04/2023,1136,3,3,120,360
439,06/11/2024,308,1,2,80,160
440,10/11/2024,678,2,2,200,400
441,09/08/2023,475,4,1,300,300
442,31/10/2023,1572,2,2,200,400
443,03/12/2024,112,4,1,300,300
444,21/11/2023,1111,2,1,200,200
445,12/03/2024,183,4,1,300,300
446,13/03/2024,597,1,2,80,160
447,19/06/2023,1805,3,1,120,120
448,10/01/2024,165,3,1,120,120
449,10/07/2024,815,5,2,500,1000
450,16/01/2024,90,4,1,300,300
451,14/01/2023,455,5,3,500,1500
452,30/10/2024,238,5,2,500,1000
453,14/05/2024,534,4,2,300,600
454,07/10/2024,1703,3,2,120,240
455,26/01/2024,727,4,3,300,900
456,02/07/2024,58,1,1,80,80
457,18/07/2024,542,5,2,500,1000
458,13/06/2024,1938,5,2,500,1000
459,06/05/2024,1022,4,2,300,600
460,03/07/2024,618,5,3,500,1500
461,29/11/2024,402,3,3,120,360
462,20/01/2024,1006,5,3,500,1500
463,15/07/2023,842,4,1,300,300
464,27/10/2023,1703,3,1,120,120
465,30/06/2024,1886,3,3,120,360
466,27/12/2024,1690,5,1,500,500
467,31/12/2024,839,4,3,300,900
468,24/08/2024,519,5,1,500,500
469,04/11/2023,197,1,1,80,80
470,09/09/2023,1857,1,3,80,240
471,08/01/2023,46,3,2,120,240
472,27/07/2023,530,5,2,500,1000
473,11/05/2023,1421,1,1,80,80
474,09/12/2024,1689,2,1,200,200
475,15/10/2024,1000,1,1,80,80
476,30/08/2024,776,5,1,500,500
477,26/01/2023,74,5,1,500,500
478,14/09/2024,1440,1,1,80,80
479,29/03/2024,1681,5,3,500,1500
480,26/09/2024,1638,5,2,500,1000
481,05/07/2023,335,2,2,200,400
482,28/04/2024,1871,3,3,120,360
483,10/11/2024,633,5,3,500,1500
484,20/02/2023,688,4,2,300,600
485,05/01/2023,575,3,2,120,240
486,11/08/2024,296,3,1,120,120
487,09/06/2023,1108,4,2,300,600
488,27/07/2023,1039,1,1,80,80
489,14/09/2023,1891,2,1,200,200
490,24/07/2023,1158,5,2,500,1000
491,11/01/2023,478,1,1,80,80
492,08/01/2023,633,4,1,300,300
493,13/02/2024,319,2,3,200,600
494,01/02/2023,1416,2,2,200,400
495,23/06/2024,479,2,3,200,600
496,18/12/2024,1664,4,1,300,300
497,22/01/2024,368,1,1,80,80
498,16/08/2023,367,5,3,500,1500
499,01/10/2024,1312,2,3,200,600
500,19/04/2024,1837,2,3,200,600
501,24/12/2024,378,1,1,80,80
502,26/07/2023,1716,2,2,200,400
503,14/11/2023,463,2,1,200,200
504,10/07/2024,1618,4,3,300,900
505,08/09/2024,13,3,2,120,240
506,14/12/2023,536,1,3,80,240
507,22/08/2023,1192,1,1,80,80
508,01/12/2024,270,1,2,80,160
509,13/02/2023,1995,4,2,300,600
510,22/05/2023,1094,4,1,300,300
511,09/10/2024,1342,5,3,500,1500
512,25/06/2023,376,4,3,300,900
513,15/10/2024,1113,1,3,80,240
514,24/03/2024,1725,5,1,500,500
515,14/08/2024,257,3,3,120,360
516,23/03/2023,217,2,2,200,400
517,15/05/2023,450,2,3,200,600
518,19/12/2024,894,5,3,500,1500
519,26/06/2023,1568,3,2,120,240
520,18/01/2024,1165,2,2,200,400
521,31/08/2023,1185,5,3,500,1500
522,20/07/2024,32,4,2,300,600
523,21/05/2023,1848,1,1,80,80
524,01/04/2024,1176,3,2,120,240
525,15/03/2024,1883,2,1,200,200
526,25/02/2023,1284,1,2,80,160
527,10/06/2024,1752,5,1,500,500
528,27/11/2024,1303,2,1,200,200
529,23/02/2024,1309,1,3,80,240
530,29/03/2023,610,4,2,300,600
531,31/08/2024,917,3,2,120,240
532,17/10/2024,542,5,2,500,1000
533,08/01/2023,1626,2,1,200,200
534,21/04/2024,148,4,3,300,900
535,03/08/2023,656,3,2,120,240
536,15/11/2024,67,3,3,120,360
537,05/07/2024,1969,4,3,300,900
538,11/05/2024,1893,2,1,200,200
539,24/11/2024,570,3,2,120,240
540,17/05/2024,1964,5,3,500,1500
541,29/11/2024,1817,1,2,80,160
542,02/09/2023,1303,5,2,500,1000
543,22/04/2024,748,3,2,120,240
544,05/11/2023,443,1,3,80,240
545,19/08/2023,897,4,1,300,300
546,18/01/2024,1889,1,1,80,80
547,04/06/2023,399,1,3,80,240
548,24/06/2023,1152,1,2,80,160
549,25/04/2023,1361,3,2,120,240
550,25/01/2024,482,2,1,200,200
551,07/11/2023,1745,3,3,120,360
552,27/10/2023,948,2,3,200,600
553,18/01/2023,186,4,1,300,300
554,12/01/2023,169,4,3,300,900
555,08/02/2024,1708,4,3,300,900
556,04/12/2024,1284,4,1,300,300
557,20/08/2023,1741,4,1,300,300
558,27/08/2024,1988,5,3,500,1500
559,30/12/2024,1671,3,3,120,360
560,05/10/2023,1582,2,1,200,200
561,19/12/2023,507,4,1,300,300
562,30/10/2023,521,5,2,500,1000
563,24/06/2024,1495,5,3,500,1500
564,14/04/2024,161,5,3,500,1500
565,18/03/2023,1313,3,1,120,120
566,04/06/2024,340,4,1,300,300
567,24/01/2023,1924,5,2,500,1000
568,15/01/2023,1857,5,2,500,1000
569,06/11/2024,1526,4,1,300,300
570,08/06/2024,1130,3,3,120,360
571,13/12/2023,1826,5,2,500,1000
572,21/06/2023,1499,2,1,200,200
573,23/11/2023,1877,1,1,80,80
574,12/12/2024,1624,1,1,80,80
575,29/04/2024,1487,1,3,80,240
576,03/05/2024,1507,3,1,120,120
577,06/04/2024,704,5,1,500,500
578,13/01/2024,1177,1,3,80,240
579,10/08/2024,823,1,1,80,80
580,13/06/2023,1673,4,1,300,300
581,07/01/2024,785,5,2,500,1000
582,26/07/2024,1173,5,1,500,500
583,28/02/2024,1212,4,3,300,900
584,21/04/2024,1677,5,2,500,1000
585,17/01/2024,131,2,1,200,200
586,04/06/2023,1476,3,3,120,360
587,14/09/2023,516,4,1,300,300
588,04/11/2024,1515,1,2,80,160
589,09/03/2023,1500,5,3,500,1500
590,10/12/2023,1287,2,2,200,400
591,04/10/2023,1562,2,3,200,600
592,03/11/2024,1483,3,3,120,360
593,26/01/2024,536,2,1,200,200
594,24/03/2024,1802,5,3,500,1500
595,16/09/2023,741,5,3,500,1500
596,03/11/2023,781,2,1,200,200
597,05/04/2023,1661,5,3,500,1500
598,08/04/2024,1708,5,3,500,1500
599,03/09/2023,1770,1,3,80,240
600,26/09/2024,1319,4,3,300,900
601,06/07/2023,1939,5,1,500,500
602,08/01/2024,1459,5,1,500,500
603,25/07/2024,1299,3,2,120,240
604,10/02/2024,588,4,3,300,900
605,12/02/2024,1332,4,1,300,300
606,05/05/2023,726,4,3,300,900
607,03/12/2023,943,2,1,200,200
608,07/12/2023,997,1,2,80,160
609,16/07/2024,376,1,3,80,240
610,27/06/2023,1182,3,2,120,240
611,12/10/2024,1838,4,2,300,600
612,19/06/2023,204,4,2,300,600
613,08/02/2023,989,5,1,500,500
614,10/03/2023,661,2,3,200,600
615,24/08/2023,75,2,1,200,200
616,13/07/2024,1404,3,1,120,120
617,16/01/2024,741,1,3,80,240
618,26/02/2023,304,4,3,300,900
619,04/10/2023,1086,3,3,120,360
620,09/04/2023,570,2,3,200,600
621,10/06/2024,786,2,1,200,200
622,21/11/2023,1132,2,3,200,600
623,05/04/2024,1211,4,3,300,900
624,28/06/2023,987,4,3,300,900
625,27/07/2024,229,4,2,300,600
626,29/04/2023,1072,5,3,500,1500
627,13/04/2024,1855,1,3,80,240
628,02/07/2024,268,2,1,200,200
629,07/10/2024,727,2,2,200,400
630,30/03/2024,802,5,1,500,500
631,26/01/2023,254,2,2,200,400
632,04/05/2024,957,2,1,200,200
633,08/01/2023,870,4,1,300,300
634,30/05/2024,87,4,3,300,900
635,16/06/2024,1205,1,3,80,240
636,29/05/2023,1049,2,2,200,400
637,02/05/2024,1982,3,2,120,240
638,25/01/2023,1412,2,2,200,400
639,16/10/2024,222,2,3,200,600
640,08/07/2024,990,1,1,80,80
641,29/02/2024,397,3,2,120,240
642,20/10/2023,938,2,3,200,600
643,04/07/2023,511,3,3,120,360
644,07/07/2024,561,4,1,300,300
645,06/03/2024,846,4,1,300,300
646,26/08/2024,440,3,3,120,360
647,13/11/2023,1199,2,1,200,200
648,02/02/2024,1928,3,1,120,120
649,20/11/2023,311,3,3,120,360
650,18/07/2024,1298,4,2,300,600
651,18/08/2024,35,3,2,120,240
652,29/06/2024,217,5,3,500,1500
653,17/03/2023,721,5,2,500,1000
654,09/12/2024,1696,4,3,300,900
655,30/04/2024,1016,2,3,200,600
656,29/03/2023,1432,2,1,200,200
657,20/08/2023,519,4,2,300,600
658,07/01/2023,269,2,3,200,600
659,03/07/2024,638,1,2,80,160
660,21/02/2023,475,5,2,500,1000
661,16/10/2024,1904,1,2,80,160
662,31/01/2024,1349,1,3,80,240
663,09/08/2023,1380,1,1,80,80
664,03/03/2024,90,4,2,300,600
665,23/05/2023,1066,1,3,80,240
666,29/12/2023,1389,3,2,120,240
667,17/01/2024,1695,2,1,200,200
668,14/07/2024,1226,4,2,300,600
669,04/10/2023,1390,3,3,120,360
670,28/09/2023,1818,3,2,120,240
671,14/01/2023,982,5,2,500,1000
672,25/10/2023,1868,5,2,500,1000
673,08/04/2024,288,3,1,120,120
674,10/06/2024,1627,5,2,500,1000
675,22/08/2023,481,2,3,200,600
676,28/07/2024,637,2,2,200,400
677,08/12/2024,501,5,2,500,1000
678,27/01/2023,1662,1,2,80,160
679,15/04/2024,52,3,1,120,120
680,03/04/2023,1940,2,3,200,600
681,08/09/2024,103,5,2,500,1000
682,05/11/2023,1385,5,3,500,1500
683,21/02/2023,1448,2,3,200,600
684,15/11/2023,699,2,1,200,200
685,30/06/2023,1229,1,3,80,240
686,22/07/2024,1038,5,2,500,1000
687,30/04/2023,1964,5,1,500,500
688,12/02/2023,1640,4,1,300,300
689,08/10/2024,1653,1,3,80,240
690,17/09/2023,470,2,1,200,200
691,16/07/2023,1490,2,3,200,600
692,06/10/2024,1328,3,3,120,360
693,12/09/2023,1629,2,1,200,200
694,02/12/2023,427,5,2,500,1000
695,06/07/2024,1680,2,3,200,600
696,16/05/2024,110,5,1,500,500
697,12/09/2023,1699,5,1,500,500
698,28/05/2024,1589,1,3,80,240
699,07/12/2024,1954,2,3,200,600
700,30/08/2023,515,1,3,80,240
701,29/05/2023,68,5,3,500,1500
702,10/12/2024,1270,2,2,200,400
703,26/10/2023,389,2,2,200,400
704,11/09/2024,1674,1,2,80,160
705,28/03/2024,308,1,2,80,160
706,28/01/2024,1949,5,1,500,500
707,31/07/2023,1376,5,3,500,1500
708,29/10/2024,1823,2,1,200,200
709,21/06/2024,1090,2,1,200,200
